budget_type,vacation_type,travel_mode,destination_chosen
Expensive,Cultural & Historical Exploration,Plane,Paris
Expensive,Cultural & Historical Exploration,Train,Amsterdam
Medium,Nature & Outdoor Adventure,Train,Glasgow
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Medium,Urban Entertainment & Nightlife,Plane,Nottingham
Cheap,Relaxation & Wellness,Plane,Ljubljana
Expensive,Relaxation & Wellness,Plane,Geneva
Expensive,Cultural & Historical Exploration,Plane,London
Medium,Urban Entertainment & Nightlife,Plane,Dublin
Expensive,Cultural & Historical Exploration,Plane,Basel
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Medium,Cultural & Historical Exploration,Plane,Saint Petersburg
Medium,Cultural & Historical Exploration,Plane,Munich
Expensive,Cultural & Historical Exploration,Plane,Basel
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Medium,Urban Entertainment & Nightlife,Train,Bristol
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Medium,Urban Entertainment & Nightlife,Plane,Milan
Medium,Relaxation & Wellness,Plane,Lisbon
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Cheap,Cultural & Historical Exploration,Plane,Vienna
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Medium,Cultural & Historical Exploration,Plane,Saint Petersburg
Cheap,Relaxation & Wellness,Plane,Ljubljana
Expensive,Relaxation & Wellness,Plane,Zürich
Medium,Relaxation & Wellness,Plane,Zagreb
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Cheap,Cultural & Historical Exploration,Train,Chisinau
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Medium,Nature & Outdoor Adventure,Train,Ljubljana
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Expensive,Relaxation & Wellness,Plane,Geneva
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Medium,Urban Entertainment & Nightlife,Plane,Belfast
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Cheap,Cultural & Historical Exploration,Train,Belgrade
Expensive,Nature & Outdoor Adventure,Plane,Warsaw
Expensive,Cultural & Historical Exploration,Plane,Basel
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Medium,Urban Entertainment & Nightlife,Plane,Antwerp
Expensive,Relaxation & Wellness,Plane,Zürich
Cheap,Cultural & Historical Exploration,Train,Tirana
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Medium,Relaxation & Wellness,Plane,Lisbon
Cheap,Urban Entertainment & Nightlife,Train,Birmingham
Medium,Urban Entertainment & Nightlife,Plane,Liverpool
Cheap,Relaxation & Wellness,Plane,Istanbul
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Expensive,Cultural & Historical Exploration,Plane,Rome
Medium,Urban Entertainment & Nightlife,Train,Liverpool
Medium,Cultural & Historical Exploration,Plane,Athens
Expensive,Relaxation & Wellness,Plane,Geneva
Medium,Urban Entertainment & Nightlife,Train,Manchester
Expensive,Nature & Outdoor Adventure,Train,Basel
Medium,Urban Entertainment & Nightlife,Plane,Belfast
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Cheap,Urban Entertainment & Nightlife,Plane,Vienna
Expensive,Relaxation & Wellness,Plane,Zürich
Medium,Nature & Outdoor Adventure,Train,Stockholm
Cheap,Relaxation & Wellness,Plane,Chisinau
Expensive,Cultural & Historical Exploration,Plane,Paris
Expensive,Relaxation & Wellness,Plane,Zürich
Medium,Nature & Outdoor Adventure,Train,Milan
Medium,Nature & Outdoor Adventure,Train,Helsinki
Medium,Nature & Outdoor Adventure,Train,Stuttgart
Cheap,Nature & Outdoor Adventure,Train,Paris
Medium,Relaxation & Wellness,Plane,Lisbon
Medium,Urban Entertainment & Nightlife,Plane,Athens
Expensive,Relaxation & Wellness,Plane,Geneva
Medium,Urban Entertainment & Nightlife,Plane,Manchester
Expensive,Cultural & Historical Exploration,Plane,London
Expensive,Relaxation & Wellness,Plane,Geneva
Medium,Relaxation & Wellness,Plane,Lisbon
Expensive,Relaxation & Wellness,Plane,Zürich
Medium,Cultural & Historical Exploration,Plane,Vienna
Medium,Relaxation & Wellness,Plane,Lisbon
Cheap,Urban Entertainment & Nightlife,Plane,Ljubljana
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Medium,Relaxation & Wellness,Plane,Lisbon
Medium,Urban Entertainment & Nightlife,Train,Edinburgh
Expensive,Relaxation & Wellness,Plane,Geneva
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Cheap,Cultural & Historical Exploration,Train,Sarajevo
Expensive,Urban Entertainment & Nightlife,Train,Stockholm
Medium,Relaxation & Wellness,Plane,Lisbon
Medium,Cultural & Historical Exploration,Plane,Budapest
Medium,Nature & Outdoor Adventure,Train,Berlin
Cheap,Relaxation & Wellness,Plane,Budapest
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Cheap,Urban Entertainment & Nightlife,Train,Saint Petersburg
Expensive,Cultural & Historical Exploration,Train,London
Medium,Urban Entertainment & Nightlife,Plane,Liverpool
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Medium,Cultural & Historical Exploration,Plane,Budapest
Expensive,Relaxation & Wellness,Plane,Geneva
Medium,Cultural & Historical Exploration,Plane,Vienna
Expensive,Relaxation & Wellness,Plane,Zürich
Medium,Cultural & Historical Exploration,Plane,Milan
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Expensive,Relaxation & Wellness,Plane,Zürich
Expensive,Cultural & Historical Exploration,Plane,London
Expensive,Relaxation & Wellness,Plane,Geneva
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Cheap,Relaxation & Wellness,Plane,Newcastle upon Tyne
Expensive,Relaxation & Wellness,Plane,Geneva
Medium,Urban Entertainment & Nightlife,Train,Sheffield
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Expensive,Cultural & Historical Exploration,Plane,Manchester
Cheap,Cultural & Historical Exploration,Train,Kyiv
Cheap,Cultural & Historical Exploration,Train,Tirana
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Medium,Urban Entertainment & Nightlife,Plane,Liverpool
Expensive,Cultural & Historical Exploration,Plane,Basel
Medium,Nature & Outdoor Adventure,Train,Kyiv
Cheap,Cultural & Historical Exploration,Train,Zagreb
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Medium,Relaxation & Wellness,Train,Geneva
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Cheap,Cultural & Historical Exploration,Train,Zagreb
Cheap,Urban Entertainment & Nightlife,Train,Munich
Medium,Cultural & Historical Exploration,Plane,Saint Petersburg
Cheap,Cultural & Historical Exploration,Train,Belgrade
Expensive,Relaxation & Wellness,Plane,Geneva
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Medium,Urban Entertainment & Nightlife,Plane,Dublin
Expensive,Cultural & Historical Exploration,Plane,Basel
Medium,Cultural & Historical Exploration,Plane,Athens
Medium,Cultural & Historical Exploration,Plane,Stuttgart
Expensive,Relaxation & Wellness,Plane,Zürich
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Medium,Urban Entertainment & Nightlife,Plane,Bradford
Medium,Cultural & Historical Exploration,Plane,Stuttgart
Cheap,Urban Entertainment & Nightlife,Train,Zürich
Expensive,Relaxation & Wellness,Plane,Zürich
Medium,Cultural & Historical Exploration,Plane,Stuttgart
Medium,Urban Entertainment & Nightlife,Plane,Belfast
Medium,Urban Entertainment & Nightlife,Train,Berlin
Medium,Urban Entertainment & Nightlife,Plane,Cardiff
Expensive,Relaxation & Wellness,Plane,Geneva
Medium,Urban Entertainment & Nightlife,Train,Hamburg
Medium,Cultural & Historical Exploration,Plane,Saint Petersburg
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Expensive,Relaxation & Wellness,Plane,Zürich
Expensive,Relaxation & Wellness,Plane,Geneva
Expensive,Relaxation & Wellness,Plane,Zürich
Medium,Urban Entertainment & Nightlife,Plane,Edinburgh
Cheap,Relaxation & Wellness,Plane,Tirana
Expensive,Cultural & Historical Exploration,Plane,Paris
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Expensive,Cultural & Historical Exploration,Plane,Basel
Expensive,Cultural & Historical Exploration,Plane,Zürich
Medium,Urban Entertainment & Nightlife,Train,Manchester
Medium,Urban Entertainment & Nightlife,Plane,Belfast
Medium,Nature & Outdoor Adventure,Train,Geneva
Medium,Urban Entertainment & Nightlife,Train,Glasgow
Cheap,Relaxation & Wellness,Plane,Copenhagen
Medium,Urban Entertainment & Nightlife,Train,Berlin
Expensive,Cultural & Historical Exploration,Plane,Moscow
Medium,Urban Entertainment & Nightlife,Train,Bradford
Medium,Cultural & Historical Exploration,Plane,Istanbul
Expensive,Cultural & Historical Exploration,Train,Copenhagen
Expensive,Relaxation & Wellness,Plane,Zürich
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Medium,Urban Entertainment & Nightlife,Plane,Newcastle upon Tyne
Medium,Urban Entertainment & Nightlife,Plane,Hamburg
Expensive,Relaxation & Wellness,Plane,Geneva
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Cheap,Relaxation & Wellness,Plane,Coventry
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Medium,Urban Entertainment & Nightlife,Plane,Hamburg
Medium,Urban Entertainment & Nightlife,Plane,Manchester
Expensive,Relaxation & Wellness,Plane,Geneva
Expensive,Relaxation & Wellness,Plane,Zürich
Medium,Relaxation & Wellness,Plane,Birmingham
Cheap,Nature & Outdoor Adventure,Plane,Athens
Expensive,Relaxation & Wellness,Plane,Geneva
Medium,Nature & Outdoor Adventure,Train,Nottingham
Medium,Cultural & Historical Exploration,Plane,Saint Petersburg
Medium,Urban Entertainment & Nightlife,Plane,Madrid
Medium,Nature & Outdoor Adventure,Plane,Zürich
Cheap,Urban Entertainment & Nightlife,Train,Riga
Cheap,Urban Entertainment & Nightlife,Train,Copenhagen
Expensive,Cultural & Historical Exploration,Train,Glasgow
Expensive,Cultural & Historical Exploration,Plane,London
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Cheap,Cultural & Historical Exploration,Plane,Zürich
Medium,Relaxation & Wellness,Plane,Lisbon
Medium,Urban Entertainment & Nightlife,Plane,Edinburgh
Medium,Nature & Outdoor Adventure,Train,Cardiff
Medium,Nature & Outdoor Adventure,Train,Sheffield
Medium,Cultural & Historical Exploration,Plane,Stuttgart
Medium,Cultural & Historical Exploration,Plane,Milan
Expensive,Relaxation & Wellness,Plane,Zürich
Expensive,Cultural & Historical Exploration,Plane,Rome
Expensive,Cultural & Historical Exploration,Plane,Istanbul
Medium,Urban Entertainment & Nightlife,Train,Leeds
Expensive,Cultural & Historical Exploration,Train,Milan
Cheap,Nature & Outdoor Adventure,Plane,Ljubljana
Medium,Urban Entertainment & Nightlife,Plane,Bradford
Expensive,Relaxation & Wellness,Plane,Zürich
Medium,Urban Entertainment & Nightlife,Train,Hamburg
Medium,Urban Entertainment & Nightlife,Plane,Bradford
Medium,Urban Entertainment & Nightlife,Plane,Leeds
Cheap,Relaxation & Wellness,Plane,London
Expensive,Relaxation & Wellness,Plane,Geneva
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Medium,Nature & Outdoor Adventure,Train,Oslo
Expensive,Relaxation & Wellness,Plane,Geneva
Expensive,Relaxation & Wellness,Plane,Zürich
Medium,Urban Entertainment & Nightlife,Train,Coventry
Medium,Urban Entertainment & Nightlife,Plane,Bristol
Cheap,Cultural & Historical Exploration,Train,Vilnius
Medium,Nature & Outdoor Adventure,Train,Belfast
Expensive,Relaxation & Wellness,Plane,Geneva
Expensive,Relaxation & Wellness,Plane,Zürich
Medium,Urban Entertainment & Nightlife,Plane,Coventry
Medium,Nature & Outdoor Adventure,Train,Copenhagen
Cheap,Nature & Outdoor Adventure,Train,Edinburgh
Medium,Cultural & Historical Exploration,Plane,Vienna
Medium,Cultural & Historical Exploration,Plane,Birmingham
Medium,Cultural & Historical Exploration,Plane,Athens
Expensive,Relaxation & Wellness,Plane,Geneva
Medium,Cultural & Historical Exploration,Plane,Athens
Medium,Cultural & Historical Exploration,Plane,Istanbul
Medium,Urban Entertainment & Nightlife,Plane,Madrid
Cheap,Urban Entertainment & Nightlife,Train,Budapest
Medium,Urban Entertainment & Nightlife,Plane,Cardiff
Expensive,Nature & Outdoor Adventure,Plane,Minsk
Expensive,Relaxation & Wellness,Plane,Berlin
Medium,Urban Entertainment & Nightlife,Plane,Hamburg
Medium,Cultural & Historical Exploration,Plane,Budapest
Medium,Cultural & Historical Exploration,Plane,Warsaw
Medium,Cultural & Historical Exploration,Plane,Munich
Medium,Cultural & Historical Exploration,Plane,Saint Petersburg
Medium,Urban Entertainment & Nightlife,Plane,Edinburgh
Medium,Urban Entertainment & Nightlife,Train,Bristol
Expensive,Relaxation & Wellness,Plane,Geneva
Medium,Urban Entertainment & Nightlife,Train,Leeds
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Medium,Cultural & Historical Exploration,Plane,Budapest
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Expensive,Cultural & Historical Exploration,Plane,Paris
Medium,Cultural & Historical Exploration,Plane,Stuttgart
Cheap,Nature & Outdoor Adventure,Plane,Ljubljana
Medium,Nature & Outdoor Adventure,Train,London
Medium,Cultural & Historical Exploration,Plane,Munich
Expensive,Cultural & Historical Exploration,Plane,Paris
Medium,Urban Entertainment & Nightlife,Plane,Birmingham
Cheap,Urban Entertainment & Nightlife,Train,Copenhagen
Medium,Nature & Outdoor Adventure,Train,Warsaw
Medium,Urban Entertainment & Nightlife,Train,Milan
Medium,Urban Entertainment & Nightlife,Train,Coventry
Expensive,Relaxation & Wellness,Plane,Geneva
Medium,Cultural & Historical Exploration,Plane,Budapest
Medium,Urban Entertainment & Nightlife,Plane,Leicester
Medium,Urban Entertainment & Nightlife,Plane,Milan
Cheap,Cultural & Historical Exploration,Train,Tirana
Cheap,Relaxation & Wellness,Plane,Kyiv
Cheap,Nature & Outdoor Adventure,Plane,Bradford
Medium,Nature & Outdoor Adventure,Train,Hamburg
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Medium,Urban Entertainment & Nightlife,Plane,Leicester
Medium,Nature & Outdoor Adventure,Train,Moscow
Medium,Urban Entertainment & Nightlife,Plane,Leicester
Cheap,Relaxation & Wellness,Plane,Madrid
Medium,Urban Entertainment & Nightlife,Plane,Edinburgh
Medium,Cultural & Historical Exploration,Plane,Istanbul
Cheap,Relaxation & Wellness,Plane,Helsinki
Expensive,Relaxation & Wellness,Plane,Geneva
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Cheap,Relaxation & Wellness,Train,Sarajevo
Medium,Urban Entertainment & Nightlife,Plane,Coventry
Medium,Cultural & Historical Exploration,Plane,Stuttgart
Expensive,Relaxation & Wellness,Plane,Zürich
Medium,Urban Entertainment & Nightlife,Plane,Hamburg
Expensive,Relaxation & Wellness,Plane,Geneva
Expensive,Cultural & Historical Exploration,Plane,Moscow
Medium,Relaxation & Wellness,Plane,Lisbon
Cheap,Cultural & Historical Exploration,Train,Tirana
Cheap,Urban Entertainment & Nightlife,Train,Basel
Cheap,Urban Entertainment & Nightlife,Plane,Rome
Cheap,Nature & Outdoor Adventure,Train,Liverpool
Medium,Cultural & Historical Exploration,Plane,Munich
Medium,Nature & Outdoor Adventure,Train,Ljubljana
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Cheap,Cultural & Historical Exploration,Train,Baku
Expensive,Relaxation & Wellness,Plane,Zürich
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Medium,Urban Entertainment & Nightlife,Plane,Coventry
Expensive,Urban Entertainment & Nightlife,Train,Birmingham
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Medium,Cultural & Historical Exploration,Plane,Saint Petersburg
Medium,Urban Entertainment & Nightlife,Plane,Birmingham
Medium,Urban Entertainment & Nightlife,Train,Hamburg
Medium,Cultural & Historical Exploration,Plane,Madrid
Expensive,Urban Entertainment & Nightlife,Plane,Lisbon
Expensive,Relaxation & Wellness,Plane,Geneva
Expensive,Cultural & Historical Exploration,Plane,Moscow
Expensive,Relaxation & Wellness,Plane,Geneva
Medium,Relaxation & Wellness,Plane,Lisbon
Medium,Nature & Outdoor Adventure,Train,Baku
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Medium,Urban Entertainment & Nightlife,Plane,Belfast
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Expensive,Relaxation & Wellness,Plane,Zürich
Expensive,Nature & Outdoor Adventure,Plane,Sheffield
Medium,Nature & Outdoor Adventure,Train,Athens
Cheap,Urban Entertainment & Nightlife,Train,Tbilisi
Expensive,Relaxation & Wellness,Plane,Geneva
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Expensive,Cultural & Historical Exploration,Plane,Paris
Medium,Relaxation & Wellness,Plane,Lisbon
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Expensive,Cultural & Historical Exploration,Plane,Moscow
Expensive,Cultural & Historical Exploration,Plane,London
Expensive,Relaxation & Wellness,Plane,Geneva
Medium,Cultural & Historical Exploration,Plane,Istanbul
Medium,Urban Entertainment & Nightlife,Plane,Dublin
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Expensive,Cultural & Historical Exploration,Plane,Leeds
Medium,Nature & Outdoor Adventure,Train,Helsinki
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Medium,Urban Entertainment & Nightlife,Train,Liverpool
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Medium,Relaxation & Wellness,Plane,Antwerp
Expensive,Cultural & Historical Exploration,Plane,Paris
Expensive,Cultural & Historical Exploration,Plane,Moscow
Cheap,Urban Entertainment & Nightlife,Train,Minsk
Cheap,Nature & Outdoor Adventure,Train,Tallinn
Medium,Urban Entertainment & Nightlife,Plane,Sheffield
Medium,Nature & Outdoor Adventure,Plane,Glasgow
Expensive,Relaxation & Wellness,Plane,Zürich
Expensive,Cultural & Historical Exploration,Plane,Moscow
Medium,Urban Entertainment & Nightlife,Plane,Sheffield
Expensive,Cultural & Historical Exploration,Plane,Basel
Medium,Urban Entertainment & Nightlife,Train,Cardiff
Expensive,Relaxation & Wellness,Plane,Geneva
Cheap,Cultural & Historical Exploration,Plane,Ljubljana
Medium,Cultural & Historical Exploration,Plane,Athens
Medium,Urban Entertainment & Nightlife,Plane,Manchester
Expensive,Relaxation & Wellness,Plane,Zürich
Cheap,Relaxation & Wellness,Plane,Milan
Expensive,Relaxation & Wellness,Plane,Geneva
Cheap,Cultural & Historical Exploration,Train,Chisinau
Medium,Cultural & Historical Exploration,Plane,Istanbul
Expensive,Urban Entertainment & Nightlife,Plane,Cardiff
Medium,Urban Entertainment & Nightlife,Plane,Belfast
Medium,Urban Entertainment & Nightlife,Plane,Manchester
Medium,Cultural & Historical Exploration,Plane,Saint Petersburg
Cheap,Urban Entertainment & Nightlife,Train,Amsterdam
Cheap,Relaxation & Wellness,Train,Sheffield
Medium,Urban Entertainment & Nightlife,Plane,Birmingham
Medium,Cultural & Historical Exploration,Plane,Saint Petersburg
Medium,Urban Entertainment & Nightlife,Plane,Manchester
Medium,Cultural & Historical Exploration,Plane,Budapest
